Số đơn hàng,Mã sản phẩm,Tên sản phẩm,Công việc,Tên công việc,Mã nhóm,Mã mặt hàng,Tên mặt hàng,Đơn vị tính 1,Đơn vị tính 2,Số lượng (1),Số lượng (2)
SO2406-0069,TPH050080G080INT.GRGL263,"Bao TP-PP, trắng tẩy, K50x80LL, TL: 80g/cái, MK: GREEN GLOBE - CODE 263 (2+0) (Mã: 5000565). (Tép 20 cái gấp 03, code ra ngoài. Bó = 05 tép. Dây cột màu trắng, cột 1 ngang x 1 dọc hình chữ thập)",17,Công đoạn in cái (in thủ công),IN,INB050080G793INT.GRGL263,"Bao PP-In, trắng tẩy, K50x80LL, TL: 79.32g/cái, MK: GREEN GLOBE - CODE 263 (2+0) (Mã: 5000565). [Tép 20 cái gấp 3 code ra ngoài]",CAI,KG,5000,396.6
SO2406-0069,TPH060085G102INT.GOLS020,"Bao TP-PP, trắng tẩy, K60x85LL, TL: 102g/cái, MK: GOLD S PP 40KG - CODE 020 (2+0) (Mã: 5000641). [Tép 20 cái gấp 3, code ra ngoài; Bó 5 tép, dây cột trắng, cột chữ thập]",17,Công đoạn in cái (in thủ công),IN,INB060085G102INT.GOLS020,"Bao PP-In, trắng tẩy, K60(+1/-0.5)x85LL(+/-1), TL: 101.13g/cái(+/-3), MK: GOLD S PP 40KG - CODE 020 (2+0) (Mã: 5000641). [Tép 20 cái gấp 03, code ra ngoài]",CAI,KG,2000,202.26
SO2406-0069,TPH050080G080INT.GRGL262,"Bao TP-PP, trắng tẩy, K50x80LL, TL: 80g/cái, MK: GREEN GLOBE - CODE 262 (2+0) (Mã: 5000565). (Tép 20 cái gấp 03, code ra ngoài. Bó = 05 tép. Dây cột màu trắng, cột 1 ngang x 1 dọc hình chữ thập)",31,Công đoạn cột bao,TPH-1553,TPH050080G080INT.GRGL262,"Bao TP-PP, trắng tẩy, K50x80LL, TL: 80g/cái, MK: GREEN GLOBE - CODE 262 (2+0) (Mã: 5000565). (Tép 20 cái gấp 03, code ra ngoài. Bó = 05 tép. Dây cột màu trắng, cột 1 ngang x 1 dọc hình chữ thập)",Cái,KG,5000,400
SO2406-0069,TPH050080G080INT.GRGL263,"Bao TP-PP, trắng tẩy, K50x80LL, TL: 80g/cái, MK: GREEN GLOBE - CODE 263 (2+0) (Mã: 5000565). (Tép 20 cái gấp 03, code ra ngoài. Bó = 05 tép. Dây cột màu trắng, cột 1 ngang x 1 dọc hình chữ thập)",31,Công đoạn cột bao,TPH-1553,TPH050080G080INT.GRGL263,"Bao TP-PP, trắng tẩy, K50x80LL, TL: 80g/cái, MK: GREEN GLOBE - CODE 263 (2+0) (Mã: 5000565). (Tép 20 cái gấp 03, code ra ngoài. Bó = 05 tép. Dây cột màu trắng, cột 1 ngang x 1 dọc hình chữ thập)",Cái,KG,5000,400
SO2406-0069,TPH060085G102INT.GOLS020,"Bao TP-PP, trắng tẩy, K60x85LL, TL: 102g/cái, MK: GOLD S PP 40KG - CODE 020 (2+0) (Mã: 5000641). [Tép 20 cái gấp 3, code ra ngoài; Bó 5 tép, dây cột trắng, cột chữ thập]",31,Công đoạn cột bao,TPH-1553,TPH060085G102INT.GOLS020,"Bao TP-PP, trắng tẩy, K60x85LL, TL: 102g/cái, MK: GOLD S PP 40KG - CODE 020 (2+0) (Mã: 5000641). [Tép 20 cái gấp 3, code ra ngoài; Bó 5 tép, dây cột trắng, cột chữ thập]",Cái,KG,2000,204
SO2406-0068,0102125051000000,"Vải cuộn PP, trắng đục, K73.5cm (+1/-0.5), MĐ: 10.0x11.0, TL: 118g/m (+/-2). [3000m/cuộn]/THACUSAN735100110118TRDU",02,Công đoạn tạo sợi,TPH-1551,SOI-SW5,"Sợi PP, trắng đục, 810D, 2.55mm. [Non-Recycled]",KG,KG,15068.718,15068.718
SO2406-0068,0102125051000000,"Vải cuộn PP, trắng đục, K73.5cm (+1/-0.5), MĐ: 10.0x11.0, TL: 118g/m (+/-2). [3000m/cuộn]/THACUSAN735100110118TRDU",03,Công đoạn dệt,TPH-1552,0102125051000000,"Vải cuộn PP, trắng đục, K73.5cm (+1/-0.5), MĐ: 10.0x11.0, TL: 118g/m (+/-2). [3000m/cuộn]/THACUSAN735100110118TRDU",M,KG,126000,14868
SO2406-0067,0102125065000000,"Vải cuộn PP, trắng đục, K66.0cm(+1/-0.5), MĐ: 11.0x12.0, TL: 106g/m(+1/-2). [Hooking]",02,Công đoạn tạo sợi,TPH-1551,SOI-SP21,"Sợi PP, trắng đục, 800D, 2.55 mm.",KG,KG,26750.319,26750.319
SO2406-0067,0102125065000000,"Vải cuộn PP, trắng đục, K66.0cm(+1/-0.5), MĐ: 11.0x12.0, TL: 106g/m(+1/-2). [Hooking]",03,Công đoạn dệt,TPH-1552,0102125065000000,"Vải cuộn PP, trắng đục, K66.0cm(+1/-0.5), MĐ: 11.0x12.0, TL: 106g/m(+1/-2). [Hooking]",M,KG,249000,26394
SO2406-0066,TPH455066G76CAMDW24.47A,"[47A] Bao TP-PP, màu cam, gập miệng vào trong 4cm (+/-1), K45.5x66PB, lồng LDPE-K48x75x19g, TL: PP-57g + PE-19g = 76g/bộ, MK: DW23 - 47A [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc]",01,"Công đoạn tái chế (ó, tạo hạt)",SUI,SUI-MAUCAM,Sủi màu CAM,KG,KG,87.012,87.012
SO2406-0066,TPH455066G57CAMDW24.44A1,"[44A1] Bao TP-PP, màu cam gập miệng vào trong 4cm (+/-1), K45.5x66PB, TL: 57g/cái, MK: DW23 - 44A1. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc]",01,"Công đoạn tái chế (ó, tạo hạt)",SUI,SUI-MAUCAM,Sủi màu CAM,KG,KG,145.23,145.23
SO2406-0066,TPH455066G76CAMDW24.42A,"[42A] Bao TP-PP, màu cam, gập miệng vào trong 4cm (+/-1), K45.5x66PB, lồng LDPE-K48x75x19g, TL: PP-57g + PE-19g = 76g/bộ, MK: DW23 - 42A [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc]",01,"Công đoạn tái chế (ó, tạo hạt)",SUI,SUI-MAUCAM,Sủi màu CAM,KG,KG,290.46,290.46
SO2406-0066,TPH455066G70VBTDW24.45B1,"[45B1] Bao TP-PP, vàng biên trong, gập miệng vào trong 4cm (+/-1), K45.5x66PB, lồng HDPE-K48x75x13g, TL: PP-57g + PE-13g = 70g/bộ, MK: DW24 - 45B1. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc]",01,"Công đoạn tái chế (ó, tạo hạt)",SUI,SUI-VANG,Sủi vàng,KG,KG,191.07,191.07
SO2406-0066,TPH455066G70XLBTDW2445B2,"[45B2] Bao TP-PP, màu  xanh lá biên trong, gập miệng vào trong 4cm (+/-1), K45.5x66PB, lồng HDPE-K48x75x13g, TL: PP-57g + PE-13g = 70g/bộ, MK: DW24 - 45B2. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc]",02,Công đoạn tạo sợi,TPH-1551,SOI-DXL-01,"Sợi PP, màu xanh lá, 770D (cũ 830D), 2.60mm.",KG,KG,384.225,384.225
SO2406-0066,TPH455066G57CAMDW24.44A1,"[44A1] Bao TP-PP, màu cam gập miệng vào trong 4cm (+/-1), K45.5x66PB, TL: 57g/cái, MK: DW23 - 44A1. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc]",02,Công đoạn tạo sợi,TPH-1551,SOI-DCA-04-1,"Sợi PP, màu cam, 830D, 2.60mm. (có sủi)",KG,KG,577.19,577.19
SO2406-0066,TPH455066G76TDUDW24.42B,"[42B] Bao TP-PP, màu trắng đục, gập miệng vào trong 4cm (+/-1), K45.5x66PB, lồng LDPE-K48x75x19g, TL: PP-57g + PE-19g = 76g/bộ, MK: DW23 - 42B [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc]",02,Công đoạn tạo sợi,TPH-1551,SOI-DTD-02,"Sợi PP, màu trắng,800D, 2.60mm.",KG,KG,144.085,144.085
SO2406-0066,TPH455066G70TDUDW24.45A1,"[45A1] Bao TP-PP, màu trắng đục, gập miệng vào trong 4cm (+/-1), K45.5x66PB, lồng HDPE-K48x75x13g, TL: PP-57g + PE-13g = 70g/bộ, MK: DW24 - 45A1. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc]",02,Công đoạn tạo sợi,TPH-1551,SOI-DTD-02,"Sợi PP, màu trắng,800D, 2.60mm.",KG,KG,288.17,288.17
SO2406-0066,TPH455066G70VBTDW24.45B1,"[45B1] Bao TP-PP, vàng biên trong, gập miệng vào trong 4cm (+/-1), K45.5x66PB, lồng HDPE-K48x75x13g, TL: PP-57g + PE-13g = 70g/bộ, MK: DW24 - 45B1. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc]",02,Công đoạn tạo sợi,TPH-1551,SOI-DTT-01,"Sợi PP, trắng trong, 830D, bản sợi 2.60mm.",KG,KG,969.69,969.69
SO2406-0066,TPH455066G70XLBTDW2445B2,"[45B2] Bao TP-PP, màu  xanh lá biên trong, gập miệng vào trong 4cm (+/-1), K45.5x66PB, lồng HDPE-K48x75x13g, TL: PP-57g + PE-13g = 70g/bộ, MK: DW24 - 45B2. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc]",02,Công đoạn tạo sợi,TPH-1551,SOI-DTT-01,"Sợi PP, trắng trong, 830D, bản sợi 2.60mm.",KG,KG,480.285,480.285
SO2406-0066,TPH455066G70VBTDW24.45B1,"[45B1] Bao TP-PP, vàng biên trong, gập miệng vào trong 4cm (+/-1), K45.5x66PB, lồng HDPE-K48x75x13g, TL: PP-57g + PE-13g = 70g/bộ, MK: DW24 - 45B1. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc]",02,Công đoạn tạo sợi,TPH-1551,SOI-DVA-03-1,"Sợi PP, màu vàng (EMH 22269) , 2.6mm, 830D.",KG,KG,779.22,779.22
SO2406-0066,TPH455066G76CAMDW24.42A,"[42A] Bao TP-PP, màu cam, gập miệng vào trong 4cm (+/-1), K45.5x66PB, lồng LDPE-K48x75x19g, TL: PP-57g + PE-19g = 76g/bộ, MK: DW23 - 42A [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc]",02,Công đoạn tạo sợi,TPH-1551,SOI-DCA-04-2,"Sợi PP, dung sui màu cam, 830D, 2.60mm.",KG,KG,1154.38,1154.38
SO2406-0066,TPH455066G76CAMDW24.47A,"[47A] Bao TP-PP, màu cam, gập miệng vào trong 4cm (+/-1), K45.5x66PB, lồng LDPE-K48x75x19g, TL: PP-57g + PE-19g = 76g/bộ, MK: DW23 - 47A [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc]",02,Công đoạn tạo sợi,TPH-1551,SOI-DCA-04-2,"Sợi PP, dung sui màu cam, 830D, 2.60mm.",KG,KG,345.804,345.804
SO2406-0066,TPH455071G70CAMDW24.48A,"[48A] Bao TP-PP, màu cam, K45.5x71PB, lồng HDPE-K48x75x13g, TL: PP-57g + PE-13g = 70g/bộ, MK: DW23 - 48A. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc]",02,Công đoạn tạo sợi,TPH-1551,SOI-DCA-04-2,"Sợi PP, dung sui màu cam, 830D, 2.60mm.",KG,KG,1154.38,1154.38
SO2406-0066,TPH455066G76CAMDW24.42A,"[42A] Bao TP-PP, màu cam, gập miệng vào trong 4cm (+/-1), K45.5x66PB, lồng LDPE-K48x75x19g, TL: PP-57g + PE-19g = 76g/bộ, MK: DW23 - 42A [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc]",03,Công đoạn dệt,TPH-1552,THACADOW455100110072CA00,"Cuộn PP, màu cam, K45.5cm (+/-0.5), MĐ: 10x11, TL: 72g/m (79gsm).",M,KG,15626.74,1125.12528
SO2406-0066,TPH455066G57CAMDW24.44A1,"[44A1] Bao TP-PP, màu cam gập miệng vào trong 4cm (+/-1), K45.5x66PB, TL: 57g/cái, MK: DW23 - 44A1. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc]",03,Công đoạn dệt,TPH-1552,THACADOW455100110072CA00,"Cuộn PP, màu cam, K45.5cm (+/-0.5), MĐ: 10x11, TL: 72g/m (79gsm).",M,KG,7813.37,562.56264
SO2406-0066,TPH455066G76CAMDW24.47A,"[47A] Bao TP-PP, màu cam, gập miệng vào trong 4cm (+/-1), K45.5x66PB, lồng LDPE-K48x75x19g, TL: PP-57g + PE-19g = 76g/bộ, MK: DW23 - 47A [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc]",03,Công đoạn dệt,TPH-1552,THACADOW455100110072CA00,"Cuộn PP, màu cam, K45.5cm (+/-0.5), MĐ: 10x11, TL: 72g/m (79gsm).",M,KG,4681.134,337.041648
SO2406-0066,TPH455071G70CAMDW24.48A,"[48A] Bao TP-PP, màu cam, K45.5x71PB, lồng HDPE-K48x75x13g, TL: PP-57g + PE-13g = 70g/bộ, MK: DW23 - 48A. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc]",03,Công đoạn dệt,TPH-1552,THACADOW455100110072CA00,"Cuộn PP, màu cam, K45.5cm (+/-0.5), MĐ: 10x11, TL: 72g/m (79gsm).",M,KG,15626.74,1125.12528
SO2406-0066,TPH455066G76TDUDW24.42B,"[42B] Bao TP-PP, màu trắng đục, gập miệng vào trong 4cm (+/-1), K45.5x66PB, lồng LDPE-K48x75x19g, TL: PP-57g + PE-19g = 76g/bộ, MK: DW23 - 42B [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc]",03,Công đoạn dệt,TPH-1552,THACADOW455100110072TRDU,"Cuộn PP, trắng đục, K45.5cm (+/-0.5), MĐ: 10x11, TL: 72g/m (79gsm).",M,KG,1950.4725,140.43402
SO2406-0066,TPH455066G70TDUDW24.45A1,"[45A1] Bao TP-PP, màu trắng đục, gập miệng vào trong 4cm (+/-1), K45.5x66PB, lồng HDPE-K48x75x13g, TL: PP-57g + PE-13g = 70g/bộ, MK: DW24 - 45A1. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc]",03,Công đoạn dệt,TPH-1552,THACADOW455100110072TRDU,"Cuộn PP, trắng đục, K45.5cm (+/-0.5), MĐ: 10x11, TL: 72g/m (79gsm).",M,KG,3900.945,280.86804
SO2406-0066,TPH455066G70VBTDW24.45B1,"[45B1] Bao TP-PP, vàng biên trong, gập miệng vào trong 4cm (+/-1), K45.5x66PB, lồng HDPE-K48x75x13g, TL: PP-57g + PE-13g = 70g/bộ, MK: DW24 - 45B1. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc]",03,Công đoạn dệt,TPH-1552,THACADOW455100110072VABT,"Cuộn PP, vàng chanh hai biên 2.5cm trong suốt trong, K45.5cm (+/-0.5), MĐ: 10x11, TL: 72g/m (79gsm).",M,KG,23440.11,1687.68792
SO2406-0066,TPH455066G70XLBTDW2445B2,"[45B2] Bao TP-PP, màu  xanh lá biên trong, gập miệng vào trong 4cm (+/-1), K45.5x66PB, lồng HDPE-K48x75x13g, TL: PP-57g + PE-13g = 70g/bộ, MK: DW24 - 45B2. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc]",03,Công đoạn dệt,TPH-1552,THACADOW455100110072XLBT,"Cuộn PP, xanh lá hai biên 2.5cm trong suốt trong, K45.5cm (+/-0.5), MĐ: 10x11, TL: 72g/m (79gsm).",M,KG,11702.835,842.60412
SO2406-0066,TPH455066G76CAMDW24.47A,"[47A] Bao TP-PP, màu cam, gập miệng vào trong 4cm (+/-1), K45.5x66PB, lồng LDPE-K48x75x19g, TL: PP-57g + PE-19g = 76g/bộ, MK: DW23 - 47A [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc]",08,Công đoạn cắt PE,BAO,BAO-048075G19LDPE.DW,"Túi LDPE, K48.0x75.0LL(+1.0/-0), TL: 19.0g/cái(+/-1.0).",CAI,KG,6000,114
SO2406-0066,TPH455066G76CAMDW24.42A,"[42A] Bao TP-PP, màu cam, gập miệng vào trong 4cm (+/-1), K45.5x66PB, lồng LDPE-K48x75x19g, TL: PP-57g + PE-19g = 76g/bộ, MK: DW23 - 42A [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc]",13,Công đoạn in cuộn,IN,THAIN455CAMDW24.42A,"Cuộn PP-In, màu cam, K45.5cm, MK: DW24 - 42A, TL: 55.22g/76cm.",Cái,KG,20500,1132.01
SO2406-0066,TPH455066G57CAMDW24.44A1,"[44A1] Bao TP-PP, màu cam gập miệng vào trong 4cm (+/-1), K45.5x66PB, TL: 57g/cái, MK: DW23 - 44A1. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc]",13,Công đoạn in cuộn,IN,THAIN455CAMDW24.44A1,"Cuộn PP-In, màu cam, K45.5cm, MK: DW24 - 44A1, TL: 55.22g/76cm.",Cái,KG,10250,566.005
SO2406-0066,TPH455066G70XLBTDW2445B2,"[45B2] Bao TP-PP, màu  xanh lá biên trong, gập miệng vào trong 4cm (+/-1), K45.5x66PB, lồng HDPE-K48x75x13g, TL: PP-57g + PE-13g = 70g/bộ, MK: DW24 - 45B2. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc]",13,Công đoạn in cuộn,IN,THAIN455XLBTDW24.45B2,"Cuộn PP-In, xanh lá biên trong, K45.5cm, MK: DW24 - 45B2, TL: 55.22g/76cm.",Cái,KG,15150,836.583
SO2406-0066,TPH455066G70VBTDW24.45B1,"[45B1] Bao TP-PP, vàng biên trong, gập miệng vào trong 4cm (+/-1), K45.5x66PB, lồng HDPE-K48x75x13g, TL: PP-57g + PE-13g = 70g/bộ, MK: DW24 - 45B1. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc]",13,Công đoạn in cuộn,IN,THAIN455VBTDW24.45B1,"Cuộn PP-In, màu vàng biên trong, K45.5cm, MK: DW24 - 45B1, TL: 55.22g/76cm.",Cái,KG,30750,1698.015
SO2406-0066,TPH455071G70CAMDW24.48A,"[48A] Bao TP-PP, màu cam, K45.5x71PB, lồng HDPE-K48x75x13g, TL: PP-57g + PE-13g = 70g/bộ, MK: DW23 - 48A. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc]",13,Công đoạn in cuộn,IN,THAIN455CAMDW24.48A,"Cuộn PP-In, màu cam, K45.5cm, MK: DW24 - 48A, TL: 55.22g/76cm.",Cái,KG,20500,1132.01
SO2406-0066,TPH455071G70CAMDW24.48A,"[48A] Bao TP-PP, màu cam, K45.5x71PB, lồng HDPE-K48x75x13g, TL: PP-57g + PE-13g = 70g/bộ, MK: DW23 - 48A. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc]",15,Công đoạn cắt may tự động,BAO,CMA455071CAMDW24.48A,"Bao PP-In, màu cam, K45.5(+/-0.5)x71PB(+/-1), cắt thẳng 76.0cm(+/-1), đáy gấp 2 lần/1 đường PP1200D trắng, MK: DW24 - 48A, TL: 55.6g/cái.",Cái,KG,20000,1112
SO2406-0066,TPH455066G70XLBTDW2445B2,"[45B2] Bao TP-PP, màu  xanh lá biên trong, gập miệng vào trong 4cm (+/-1), K45.5x66PB, lồng HDPE-K48x75x13g, TL: PP-57g + PE-13g = 70g/bộ, MK: DW24 - 45B2. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc]",15,Công đoạn cắt may tự động,BAO,CMA455071XLBTDW24.45B2,"Bao PP-In, xanh lá biên trong, K45.5(+/-0.5)x71PB(+/-1), cắt thẳng 76.0cm(+/-1), đáy gấp 2 lần/1 đường PP1200D trắng, MK: DW24  - 45B2, TL: 55.6g/cái.",CAI,KG,15000,834
SO2406-0066,TPH455066G70VBTDW24.45B1,"[45B1] Bao TP-PP, vàng biên trong, gập miệng vào trong 4cm (+/-1), K45.5x66PB, lồng HDPE-K48x75x13g, TL: PP-57g + PE-13g = 70g/bộ, MK: DW24 - 45B1. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc]",15,Công đoạn cắt may tự động,BAO,CMA455071VBTDW24.45B1,"Bao PP-In, màu vàng biên trong, K45.5(+/-0.5)x71PB(+/-1), cắt thẳng 76.0cm(+/-1), đáy gấp 2 lần/1 đường PP1200D trắng, MK: DW24  - 45B1, TL: 55.6g/cái.",CAI,KG,30000,1668
SO2406-0066,TPH455066G57CAMDW24.44A1,"[44A1] Bao TP-PP, màu cam gập miệng vào trong 4cm (+/-1), K45.5x66PB, TL: 57g/cái, MK: DW23 - 44A1. [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc]",15,Công đoạn cắt may tự động,BAO,CMA455071CAMDW24.44A1,"Bao PP-In, màu cam, K45.5(+/-0.5)x71PB(+/-1), cắt thẳng 76.0cm(+/-1), đáy gấp 2 lần/1 đường PP1200D trắng, MK: DW24- 44A1, TL: 55.6g/cái.",Cái,KG,10000,556
SO2406-0066,TPH455066G76CAMDW24.42A,"[42A] Bao TP-PP, màu cam, gập miệng vào trong 4cm (+/-1), K45.5x66PB, lồng LDPE-K48x75x19g, TL: PP-57g + PE-19g = 76g/bộ, MK: DW23 - 42A [Ép kiện: 500cái/kiện, bắn đai 5 ngang x 1 dọc]",15,Công đoạn cắt may tự động,BAO,CMA455071CAMDW24.42A,"Bao PP-In, màu cam, K45.5(+/-0.5)x71PB(+/-1), cắt thẳng 76.0cm(+/-1), đáy gấp 2 lần/1 đường PP1200D trắng, MK: DW24 - 42A, TL: 55.6g/cái.",Cái,KG,20000,1112
