Ngày lập đơn,Số KHSX,Số đơn hàng,Mã sản phẩm,Tên sản phẩm,KHTK SL (1),KHTK SL (2),Nhóm,Mã mặt hàng,Tên mặt hàng,Đvt (1),Đvt (2),Số lượng (1),Số lượng (2),Mã BTP,Tên hàng BTP,SLSX (1),SLSX (2)
10/1/2024,MP24/10-007,SO2409-0020,0119124001010000,"Bao TP-PP, trắng đục, K50x76LL (+/-1), TL: 70g/cái (+/-5%), MK: GREEN HORSE UB (5000388) (2+1). [EK: Tép 100cái, kiện 10 tép trở đầu (1000cái), MK nhận dạng bên ngoài, 5 đai ngang x 1 đai dọc]/TPH050076TDPRE.GRHOUB",10000,700,BAO,CMA050076G069TDPRE,"Bao PP, trắng đục, K50(+1/-0.5)x76LL(+/-1), cắt thẳng 81cm(+/-1), đáy gấp 1/2 đường PP900D trắng, TL: 69.07g/cái.",Cái,KG,10100,697.607,INB050076TDPRE.GRHOUB,"Bao PP-In, trắng đục, K50(+1/-0.5)x76LL(+/-1), TL: 69.6g/cái (+/-2.1), MK: GREEN HORSE UB (Mã: 5000388) (2+1).",10000,696
10/1/2024,MP24/10-007,SO2409-0020,0119124001010000,"Bao TP-PP, trắng đục, K50x76LL (+/-1), TL: 70g/cái (+/-5%), MK: GREEN HORSE UB (5000388) (2+1). [EK: Tép 100cái, kiện 10 tép trở đầu (1000cái), MK nhận dạng bên ngoài, 5 đai ngang x 1 đai dọc]/TPH050076TDPRE.GRHOUB",10000,700,TPH-1552,THACAPRE500102112084TRDU,"Cuộn PP, trắng đục, K50cm(+1/-0.5), MĐ: 10.2.0x11.2, TL: 84.5g/m",M,KG,8315.99,702.7012,CMA050076G069TDPRE,"Bao PP, trắng đục, K50(+1/-0.5)x76LL(+/-1), cắt thẳng 81cm(+/-1), đáy gấp 1/2 đường PP900D trắng, TL: 69.07g/cái.",10100,697.607
10/1/2024,MP24/10-007,SO2409-0020,0119124001010000,"Bao TP-PP, trắng đục, K50x76LL (+/-1), TL: 70g/cái (+/-5%), MK: GREEN HORSE UB (5000388) (2+1). [EK: Tép 100cái, kiện 10 tép trở đầu (1000cái), MK nhận dạng bên ngoài, 5 đai ngang x 1 đai dọc]/TPH050076TDPRE.GRHOUB",10000,700,TPH-1551,SOI-SP31-1,"Sợi PP màu trắng đục, 880D, 2.55mm [Dùng MV8C]",KG,KG,712.8882,712.8882,THACAPRE500102112084TRDU,"Cuộn PP, trắng đục, K50cm(+1/-0.5), MĐ: 10.2.0x11.2, TL: 84.5g/m",0,0
10/1/2024,MP24/10-007,SO2409-0020,0119124001010000,"Bao TP-PP, trắng đục, K50x76LL (+/-1), TL: 70g/cái (+/-5%), MK: GREEN HORSE UB (5000388) (2+1). [EK: Tép 100cái, kiện 10 tép trở đầu (1000cái), MK nhận dạng bên ngoài, 5 đai ngang x 1 đai dọc]/TPH050076TDPRE.GRHOUB",10000,700,HAT_PP,HAT-PPKC,Hạt nhựa PP kéo sợi.,KG,KG,398.4773,398.4773,SOI-SP31-1,"Sợi PP màu trắng đục, 880D, 2.55mm [Dùng MV8C]",0,0
10/1/2024,MP24/10-007,SO2409-0020,0119124001010000,"Bao TP-PP, trắng đục, K50x76LL (+/-1), TL: 70g/cái (+/-5%), MK: GREEN HORSE UB (5000388) (2+1). [EK: Tép 100cái, kiện 10 tép trở đầu (1000cái), MK nhận dạng bên ngoài, 5 đai ngang x 1 đai dọc]/TPH050076TDPRE.GRHOUB",10000,700,HATTAICAL,HAT-TACKS,Hạt Taical kéo sợi,KG,KG,239.0681,239.0681,SOI-SP31-1,"Sợi PP màu trắng đục, 880D, 2.55mm [Dùng MV8C]",0,0
10/1/2024,MP24/10-007,SO2409-0020,0119124001010000,"Bao TP-PP, trắng đục, K50x76LL (+/-1), TL: 70g/cái (+/-5%), MK: GREEN HORSE UB (5000388) (2+1). [EK: Tép 100cái, kiện 10 tép trở đầu (1000cái), MK nhận dạng bên ngoài, 5 đai ngang x 1 đai dọc]/TPH050076TDPRE.GRHOUB",10000,700,SUI,SUI-TRANG,Sủi trắng,KG,KG,79.6672,79.6672,SOI-SP31-1,"Sợi PP màu trắng đục, 880D, 2.55mm [Dùng MV8C]",0,0
10/1/2024,MP24/10-007,SO2409-0020,0119124001010000,"Bao TP-PP, trắng đục, K50x76LL (+/-1), TL: 70g/cái (+/-5%), MK: GREEN HORSE UB (5000388) (2+1). [EK: Tép 100cái, kiện 10 tép trở đầu (1000cái), MK nhận dạng bên ngoài, 5 đai ngang x 1 đai dọc]/TPH050076TDPRE.GRHOUB",10000,700,PHUGIA,HAT-EMMV8C,Hạt phụ gia MV8C (Châu Âu),KG,KG,6.37,6.37,SOI-SP31-1,"Sợi PP màu trắng đục, 880D, 2.55mm [Dùng MV8C]",0,0
10/1/2024,MP24/10-007,SO2409-0020,0119124001010000,"Bao TP-PP, trắng đục, K50x76LL (+/-1), TL: 70g/cái (+/-5%), MK: GREEN HORSE UB (5000388) (2+1). [EK: Tép 100cái, kiện 10 tép trở đầu (1000cái), MK nhận dạng bên ngoài, 5 đai ngang x 1 đai dọc]/TPH050076TDPRE.GRHOUB",10000,700,01,040010015000000,"Chỉ may PP 900D, màu trắng không tẩy.(Cơ lý > or = 3.6Kgf. Độ dãn > or = 20%, Nhúng hồ 20 điểm/1 mét (5cm/điểm), màu trắng không tẩy), kháng UV 1-2%",KG,KG,6.37,6.37,CMA050076G069TDPRE,"Bao PP, trắng đục, K50(+1/-0.5)x76LL(+/-1), cắt thẳng 81cm(+/-1), đáy gấp 1/2 đường PP900D trắng, TL: 69.07g/cái.",10100,697.607
10/1/2024,MP24/10-007,SO2409-0020,0119124001010000,"Bao TP-PP, trắng đục, K50x76LL (+/-1), TL: 70g/cái (+/-5%), MK: GREEN HORSE UB (5000388) (2+1). [EK: Tép 100cái, kiện 10 tép trở đầu (1000cái), MK nhận dạng bên ngoài, 5 đai ngang x 1 đai dọc]/TPH050076TDPRE.GRHOUB",10000,700,MDM,MUC-IN,"TL phụ thuộc vào số mặt in, màu, diện tích phủ.",KG,KG,5.05,5.05,INB050076TDPRE.GRHOUB,"Bao PP-In, trắng đục, K50(+1/-0.5)x76LL(+/-1), TL: 69.6g/cái (+/-2.1), MK: GREEN HORSE UB (Mã: 5000388) (2+1).",10000,696
10/1/2024,MP24/10-007,SO2409-0020,0119124001009000,"Bao TP-PP, trắng đục, K50x76LL (+/-1), TL: 70g/cái (+/-5%), MK: GRN H O PP 25KG (5000386). [EK: Tép 100cái, kiện 10 tép trở đầu (1000cái), MK nhận dạng bên ngoài, 5 đai ngang x 1 đai dọc]/TPH050076TDPRE.GRHO386",10000,700,IN,INB050076TDPRE.GRHO386,"Bao PP-In, trắng đục, K50(+1/-0.5)x76LL(+/-1), TL: 69.6g/cái (+/-2.1),  MK: GRN H O PP 25KG (5000386).",CAI,KG,10000,696,0119124001009000,"Bao TP-PP, trắng đục, K50x76LL (+/-1), TL: 70g/cái (+/-5%), MK: GRN H O PP 25KG (5000386). [EK: Tép 100cái, kiện 10 tép trở đầu (1000cái), MK nhận dạng bên ngoài, 5 đai ngang x 1 đai dọc]/TPH050076TDPRE.GRHO386",10000,700
10/1/2024,MP24/10-007,SO2409-0020,0119124001009000,"Bao TP-PP, trắng đục, K50x76LL (+/-1), TL: 70g/cái (+/-5%), MK: GRN H O PP 25KG (5000386). [EK: Tép 100cái, kiện 10 tép trở đầu (1000cái), MK nhận dạng bên ngoài, 5 đai ngang x 1 đai dọc]/TPH050076TDPRE.GRHO386",10000,700,BAO,CMA050076G069TDPRE,"Bao PP, trắng đục, K50(+1/-0.5)x76LL(+/-1), cắt thẳng 81cm(+/-1), đáy gấp 1/2 đường PP900D trắng, TL: 69.07g/cái.",Cái,KG,10200,704.514,INB050076TDPRE.GRHO386,"Bao PP-In, trắng đục, K50(+1/-0.5)x76LL(+/-1), TL: 69.6g/cái (+/-2.1),  MK: GRN H O PP 25KG (5000386).",10000,696
10/1/2024,MP24/10-007,SO2409-0020,0119124001009000,"Bao TP-PP, trắng đục, K50x76LL (+/-1), TL: 70g/cái (+/-5%), MK: GRN H O PP 25KG (5000386). [EK: Tép 100cái, kiện 10 tép trở đầu (1000cái), MK nhận dạng bên ngoài, 5 đai ngang x 1 đai dọc]/TPH050076TDPRE.GRHO386",10000,700,TPH-1552,THACAPRE500102112084TRDU,"Cuộn PP, trắng đục, K50cm(+1/-0.5), MĐ: 10.2.0x11.2, TL: 84.5g/m",M,KG,8378.49,707.9824,CMA050076G069TDPRE,"Bao PP, trắng đục, K50(+1/-0.5)x76LL(+/-1), cắt thẳng 81cm(+/-1), đáy gấp 1/2 đường PP900D trắng, TL: 69.07g/cái.",10200,704.514
10/1/2024,MP24/10-007,SO2409-0020,0119124001009000,"Bao TP-PP, trắng đục, K50x76LL (+/-1), TL: 70g/cái (+/-5%), MK: GRN H O PP 25KG (5000386). [EK: Tép 100cái, kiện 10 tép trở đầu (1000cái), MK nhận dạng bên ngoài, 5 đai ngang x 1 đai dọc]/TPH050076TDPRE.GRHO386",10000,700,TPH-1551,SOI-SP31-1,"Sợi PP màu trắng đục, 880D, 2.55mm [Dùng MV8C]",KG,KG,718.2461,718.2461,THACAPRE500102112084TRDU,"Cuộn PP, trắng đục, K50cm(+1/-0.5), MĐ: 10.2.0x11.2, TL: 84.5g/m",0,0
10/1/2024,MP24/10-007,SO2409-0020,0119124001009000,"Bao TP-PP, trắng đục, K50x76LL (+/-1), TL: 70g/cái (+/-5%), MK: GRN H O PP 25KG (5000386). [EK: Tép 100cái, kiện 10 tép trở đầu (1000cái), MK nhận dạng bên ngoài, 5 đai ngang x 1 đai dọc]/TPH050076TDPRE.GRHO386",10000,700,HAT_PP,HAT-PPKC,Hạt nhựa PP kéo sợi.,KG,KG,401.4721,401.4721,SOI-SP31-1,"Sợi PP màu trắng đục, 880D, 2.55mm [Dùng MV8C]",0,0
10/1/2024,MP24/10-007,SO2409-0020,0119124001009000,"Bao TP-PP, trắng đục, K50x76LL (+/-1), TL: 70g/cái (+/-5%), MK: GRN H O PP 25KG (5000386). [EK: Tép 100cái, kiện 10 tép trở đầu (1000cái), MK nhận dạng bên ngoài, 5 đai ngang x 1 đai dọc]/TPH050076TDPRE.GRHO386",10000,700,HATTAICAL,HAT-TACKS,Hạt Taical kéo sợi,KG,KG,240.8648,240.8648,SOI-SP31-1,"Sợi PP màu trắng đục, 880D, 2.55mm [Dùng MV8C]",0,0
10/1/2024,MP24/10-007,SO2409-0020,0119124001009000,"Bao TP-PP, trắng đục, K50x76LL (+/-1), TL: 70g/cái (+/-5%), MK: GRN H O PP 25KG (5000386). [EK: Tép 100cái, kiện 10 tép trở đầu (1000cái), MK nhận dạng bên ngoài, 5 đai ngang x 1 đai dọc]/TPH050076TDPRE.GRHO386",10000,700,SUI,SUI-TRANG,Sủi trắng,KG,KG,80.2659,80.2659,SOI-SP31-1,"Sợi PP màu trắng đục, 880D, 2.55mm [Dùng MV8C]",0,0
10/1/2024,MP24/10-007,SO2409-0020,0119124001009000,"Bao TP-PP, trắng đục, K50x76LL (+/-1), TL: 70g/cái (+/-5%), MK: GRN H O PP 25KG (5000386). [EK: Tép 100cái, kiện 10 tép trở đầu (1000cái), MK nhận dạng bên ngoài, 5 đai ngang x 1 đai dọc]/TPH050076TDPRE.GRHO386",10000,700,PHUGIA,HAT-EMMV8C,Hạt phụ gia MV8C (Châu Âu),KG,KG,6.4179,6.4179,SOI-SP31-1,"Sợi PP màu trắng đục, 880D, 2.55mm [Dùng MV8C]",0,0
10/1/2024,MP24/10-007,SO2409-0020,0119124001009000,"Bao TP-PP, trắng đục, K50x76LL (+/-1), TL: 70g/cái (+/-5%), MK: GRN H O PP 25KG (5000386). [EK: Tép 100cái, kiện 10 tép trở đầu (1000cái), MK nhận dạng bên ngoài, 5 đai ngang x 1 đai dọc]/TPH050076TDPRE.GRHO386",10000,700,01,040010015000000,"Chỉ may PP 900D, màu trắng không tẩy.(Cơ lý > or = 3.6Kgf. Độ dãn > or = 20%, Nhúng hồ 20 điểm/1 mét (5cm/điểm), màu trắng không tẩy), kháng UV 1-2%",KG,KG,6.41,6.41,CMA050076G069TDPRE,"Bao PP, trắng đục, K50(+1/-0.5)x76LL(+/-1), cắt thẳng 81cm(+/-1), đáy gấp 1/2 đường PP900D trắng, TL: 69.07g/cái.",10200,704.514
10/1/2024,MP24/10-007,SO2409-0020,0119124001009000,"Bao TP-PP, trắng đục, K50x76LL (+/-1), TL: 70g/cái (+/-5%), MK: GRN H O PP 25KG (5000386). [EK: Tép 100cái, kiện 10 tép trở đầu (1000cái), MK nhận dạng bên ngoài, 5 đai ngang x 1 đai dọc]/TPH050076TDPRE.GRHO386",10000,700,MDM,MUC-IN,"TL phụ thuộc vào số mặt in, màu, diện tích phủ.",KG,KG,5.1,5.1,INB050076TDPRE.GRHO386,"Bao PP-In, trắng đục, K50(+1/-0.5)x76LL(+/-1), TL: 69.6g/cái (+/-2.1),  MK: GRN H O PP 25KG (5000386).",10000,696
10/1/2024,MP24/10-007,SO2409-0020,0119124001007000,"Bao TP-PP, trắng đục, K50x76LL (+/-1), TL: 70g/cái (+/-5%), MK: GD HORSE UB (5000124). [EK: Tép 100cái, kiện 10 tép trở đầu (1000cái), MK nhận dạng bên ngoài, 5 đai ngang x 1 đai dọc]/TPH050076TDPRE.GDHOUB",15000,1050,BAO,CMA050076TDPRE.GDHOUB,"Bao PP, trắng đục, K50(+1/-0.5)x76LL(+/-1), cắt thẳng 81cm(+/-1), đáy gấp 1/2 đường PP900D trắng, TL: 69.6g/cái(+/-2), MK: GD HORSE UB (5000124).",CAI,KG,15000,1044,0119124001007000,"Bao TP-PP, trắng đục, K50x76LL (+/-1), TL: 70g/cái (+/-5%), MK: GD HORSE UB (5000124). [EK: Tép 100cái, kiện 10 tép trở đầu (1000cái), MK nhận dạng bên ngoài, 5 đai ngang x 1 đai dọc]/TPH050076TDPRE.GDHOUB",15000,1050
10/1/2024,MP24/10-007,SO2409-0020,0119124001007000,"Bao TP-PP, trắng đục, K50x76LL (+/-1), TL: 70g/cái (+/-5%), MK: GD HORSE UB (5000124). [EK: Tép 100cái, kiện 10 tép trở đầu (1000cái), MK nhận dạng bên ngoài, 5 đai ngang x 1 đai dọc]/TPH050076TDPRE.GDHOUB",15000,1050,IN,THAINPRE5076.GDHOUB,"Vải cuộn PP-In, trắng đục, K50cm(+1/-0.5), TL: 68.95g(+/-2)/81cm(+/-1), MK: GD HORSE UB (5000124).",CAI,KG,15375,1060.1063,CMA050076TDPRE.GDHOUB,"Bao PP, trắng đục, K50(+1/-0.5)x76LL(+/-1), cắt thẳng 81cm(+/-1), đáy gấp 1/2 đường PP900D trắng, TL: 69.6g/cái(+/-2), MK: GD HORSE UB (5000124).",15000,1044
10/1/2024,MP24/10-007,SO2409-0020,0119124001007000,"Bao TP-PP, trắng đục, K50x76LL (+/-1), TL: 70g/cái (+/-5%), MK: GD HORSE UB (5000124). [EK: Tép 100cái, kiện 10 tép trở đầu (1000cái), MK nhận dạng bên ngoài, 5 đai ngang x 1 đai dọc]/TPH050076TDPRE.GDHOUB",15000,1050,TPH-1552,THACAPRE500102112084TRDU,"Cuộn PP, trắng đục, K50cm(+1/-0.5), MĐ: 10.2.0x11.2, TL: 84.5g/m",M,KG,12491.115,1055.4992,THAINPRE5076.GDHOUB,"Vải cuộn PP-In, trắng đục, K50cm(+1/-0.5), TL: 68.95g(+/-2)/81cm(+/-1), MK: GD HORSE UB (5000124).",15375,1060.10625
10/1/2024,MP24/10-007,SO2409-0020,0119124001007000,"Bao TP-PP, trắng đục, K50x76LL (+/-1), TL: 70g/cái (+/-5%), MK: GD HORSE UB (5000124). [EK: Tép 100cái, kiện 10 tép trở đầu (1000cái), MK nhận dạng bên ngoài, 5 đai ngang x 1 đai dọc]/TPH050076TDPRE.GDHOUB",15000,1050,TPH-1551,SOI-SP31-1,"Sợi PP màu trắng đục, 880D, 2.55mm [Dùng MV8C]",KG,KG,1070.8008,1070.8008,THACAPRE500102112084TRDU,"Cuộn PP, trắng đục, K50cm(+1/-0.5), MĐ: 10.2.0x11.2, TL: 84.5g/m",0,0
10/1/2024,MP24/10-007,SO2409-0020,0119124001007000,"Bao TP-PP, trắng đục, K50x76LL (+/-1), TL: 70g/cái (+/-5%), MK: GD HORSE UB (5000124). [EK: Tép 100cái, kiện 10 tép trở đầu (1000cái), MK nhận dạng bên ngoài, 5 đai ngang x 1 đai dọc]/TPH050076TDPRE.GDHOUB",15000,1050,HAT_PP,HAT-PPKC,Hạt nhựa PP kéo sợi.,KG,KG,598.5368,598.5368,SOI-SP31-1,"Sợi PP màu trắng đục, 880D, 2.55mm [Dùng MV8C]",0,0
10/1/2024,MP24/10-007,SO2409-0020,0119124001007000,"Bao TP-PP, trắng đục, K50x76LL (+/-1), TL: 70g/cái (+/-5%), MK: GD HORSE UB (5000124). [EK: Tép 100cái, kiện 10 tép trở đầu (1000cái), MK nhận dạng bên ngoài, 5 đai ngang x 1 đai dọc]/TPH050076TDPRE.GDHOUB",15000,1050,HATTAICAL,HAT-TACKS,Hạt Taical kéo sợi,KG,KG,359.0946,359.0946,SOI-SP31-1,"Sợi PP màu trắng đục, 880D, 2.55mm [Dùng MV8C]",0,0
10/1/2024,MP24/10-007,SO2409-0020,0119124001007000,"Bao TP-PP, trắng đục, K50x76LL (+/-1), TL: 70g/cái (+/-5%), MK: GD HORSE UB (5000124). [EK: Tép 100cái, kiện 10 tép trở đầu (1000cái), MK nhận dạng bên ngoài, 5 đai ngang x 1 đai dọc]/TPH050076TDPRE.GDHOUB",15000,1050,SUI,SUI-TRANG,Sủi trắng,KG,KG,119.6649,119.6649,SOI-SP31-1,"Sợi PP màu trắng đục, 880D, 2.55mm [Dùng MV8C]",0,0
10/1/2024,MP24/10-007,SO2409-0020,0119124001007000,"Bao TP-PP, trắng đục, K50x76LL (+/-1), TL: 70g/cái (+/-5%), MK: GD HORSE UB (5000124). [EK: Tép 100cái, kiện 10 tép trở đầu (1000cái), MK nhận dạng bên ngoài, 5 đai ngang x 1 đai dọc]/TPH050076TDPRE.GDHOUB",15000,1050,PHUGIA,HAT-EMMV8C,Hạt phụ gia MV8C (Châu Âu),KG,KG,9.5682,9.5682,SOI-SP31-1,"Sợi PP màu trắng đục, 880D, 2.55mm [Dùng MV8C]",0,0
10/1/2024,MP24/10-007,SO2409-0020,0119124001007000,"Bao TP-PP, trắng đục, K50x76LL (+/-1), TL: 70g/cái (+/-5%), MK: GD HORSE UB (5000124). [EK: Tép 100cái, kiện 10 tép trở đầu (1000cái), MK nhận dạng bên ngoài, 5 đai ngang x 1 đai dọc]/TPH050076TDPRE.GDHOUB",15000,1050,MDM,MUC-IN,"TL phụ thuộc vào số mặt in, màu, diện tích phủ.",KG,KG,7.71,7.71,THAINPRE5076.GDHOUB,"Vải cuộn PP-In, trắng đục, K50cm(+1/-0.5), TL: 68.95g(+/-2)/81cm(+/-1), MK: GD HORSE UB (5000124).",15375,1060.10625
10/1/2024,MP24/10-007,SO2409-0020,0119124001007000,"Bao TP-PP, trắng đục, K50x76LL (+/-1), TL: 70g/cái (+/-5%), MK: GD HORSE UB (5000124). [EK: Tép 100cái, kiện 10 tép trở đầu (1000cái), MK nhận dạng bên ngoài, 5 đai ngang x 1 đai dọc]/TPH050076TDPRE.GDHOUB",15000,1050,01,040010015000000,"Chỉ may PP 900D, màu trắng không tẩy.(Cơ lý > or = 3.6Kgf. Độ dãn > or = 20%, Nhúng hồ 20 điểm/1 mét (5cm/điểm), màu trắng không tẩy), kháng UV 1-2%",KG,KG,9.525,9.525,CMA050076TDPRE.GDHOUB,"Bao PP, trắng đục, K50(+1/-0.5)x76LL(+/-1), cắt thẳng 81cm(+/-1), đáy gấp 1/2 đường PP900D trắng, TL: 69.6g/cái(+/-2), MK: GD HORSE UB (5000124).",15000,1044
10/1/2024,MP24/10-007,SO2409-0020,0119124001003000,"Bao TP-PP, trắng đục, K50x76LL (+/-1), TL: 70g/cái (+/-5%), MK: BLUE HORSE WHEAT FLOOUR (5000026). [EK: Tép 100cái, kiện 10 tép trở đầu (1000cái), MK nhận dạng bên ngoài, 5 đai ngang x 1 đai dọc]/TPH050076TDPRE.BHWF",25000,1750,BAO,CMA050076TDPRE.BHWF,"Bao PP, trắng đục, K50(+1/-0.5)x76LL(+/-1), cắt thẳng 81cm(+/-1), đáy gấp 1/2 đường PP900D trắng, TL: 69.6g/cái(+/-2), MK: BLUE HORSE WHEAT FLOOUR (5000026).",CAI,KG,25000,1740,0119124001003000,"Bao TP-PP, trắng đục, K50x76LL (+/-1), TL: 70g/cái (+/-5%), MK: BLUE HORSE WHEAT FLOOUR (5000026). [EK: Tép 100cái, kiện 10 tép trở đầu (1000cái), MK nhận dạng bên ngoài, 5 đai ngang x 1 đai dọc]/TPH050076TDPRE.BHWF",25000,1750
10/1/2024,MP24/10-007,SO2409-0020,0119124001003000,"Bao TP-PP, trắng đục, K50x76LL (+/-1), TL: 70g/cái (+/-5%), MK: BLUE HORSE WHEAT FLOOUR (5000026). [EK: Tép 100cái, kiện 10 tép trở đầu (1000cái), MK nhận dạng bên ngoài, 5 đai ngang x 1 đai dọc]/TPH050076TDPRE.BHWF",25000,1750,IN,THAINPRE5076.BHWF,"Vải cuộn PP-In, trắng đục, K50cm(+1/-0.5), TL: 68.95g(+/-2)/81cm(+/-1), MK: BLUE HORSE WHEAT FLOOUR (5000026).",CAI,KG,25625,1766.8438,CMA050076TDPRE.BHWF,"Bao PP, trắng đục, K50(+1/-0.5)x76LL(+/-1), cắt thẳng 81cm(+/-1), đáy gấp 1/2 đường PP900D trắng, TL: 69.6g/cái(+/-2), MK: BLUE HORSE WHEAT FLOOUR (5000026).",25000,1740
10/1/2024,MP24/10-007,SO2409-0020,0119124001003000,"Bao TP-PP, trắng đục, K50x76LL (+/-1), TL: 70g/cái (+/-5%), MK: BLUE HORSE WHEAT FLOOUR (5000026). [EK: Tép 100cái, kiện 10 tép trở đầu (1000cái), MK nhận dạng bên ngoài, 5 đai ngang x 1 đai dọc]/TPH050076TDPRE.BHWF",25000,1750,TPH-1552,THACAPRE500102112084TRDU,"Cuộn PP, trắng đục, K50cm(+1/-0.5), MĐ: 10.2.0x11.2, TL: 84.5g/m",M,KG,20818.525,1759.1654,THAINPRE5076.BHWF,"Vải cuộn PP-In, trắng đục, K50cm(+1/-0.5), TL: 68.95g(+/-2)/81cm(+/-1), MK: BLUE HORSE WHEAT FLOOUR (5000026).",25625,1766.84375
10/1/2024,MP24/10-007,SO2409-0020,0119124001003000,"Bao TP-PP, trắng đục, K50x76LL (+/-1), TL: 70g/cái (+/-5%), MK: BLUE HORSE WHEAT FLOOUR (5000026). [EK: Tép 100cái, kiện 10 tép trở đầu (1000cái), MK nhận dạng bên ngoài, 5 đai ngang x 1 đai dọc]/TPH050076TDPRE.BHWF",25000,1750,TPH-1551,SOI-SP31-1,"Sợi PP màu trắng đục, 880D, 2.55mm [Dùng MV8C]",KG,KG,1784.6681,1784.6681,THACAPRE500102112084TRDU,"Cuộn PP, trắng đục, K50cm(+1/-0.5), MĐ: 10.2.0x11.2, TL: 84.5g/m",0,0
10/1/2024,MP24/10-007,SO2409-0020,0119124001003000,"Bao TP-PP, trắng đục, K50x76LL (+/-1), TL: 70g/cái (+/-5%), MK: BLUE HORSE WHEAT FLOOUR (5000026). [EK: Tép 100cái, kiện 10 tép trở đầu (1000cái), MK nhận dạng bên ngoài, 5 đai ngang x 1 đai dọc]/TPH050076TDPRE.BHWF",25000,1750,HAT_PP,HAT-PPKC,Hạt nhựa PP kéo sợi.,KG,KG,997.5613,997.5613,SOI-SP31-1,"Sợi PP màu trắng đục, 880D, 2.55mm [Dùng MV8C]",0,0
10/1/2024,MP24/10-007,SO2409-0020,0119124001003000,"Bao TP-PP, trắng đục, K50x76LL (+/-1), TL: 70g/cái (+/-5%), MK: BLUE HORSE WHEAT FLOOUR (5000026). [EK: Tép 100cái, kiện 10 tép trở đầu (1000cái), MK nhận dạng bên ngoài, 5 đai ngang x 1 đai dọc]/TPH050076TDPRE.BHWF",25000,1750,HATTAICAL,HAT-TACKS,Hạt Taical kéo sợi,KG,KG,598.491,598.491,SOI-SP31-1,"Sợi PP màu trắng đục, 880D, 2.55mm [Dùng MV8C]",0,0
10/1/2024,MP24/10-007,SO2409-0020,0119124001003000,"Bao TP-PP, trắng đục, K50x76LL (+/-1), TL: 70g/cái (+/-5%), MK: BLUE HORSE WHEAT FLOOUR (5000026). [EK: Tép 100cái, kiện 10 tép trở đầu (1000cái), MK nhận dạng bên ngoài, 5 đai ngang x 1 đai dọc]/TPH050076TDPRE.BHWF",25000,1750,SUI,SUI-TRANG,Sủi trắng,KG,KG,199.4415,199.4415,SOI-SP31-1,"Sợi PP màu trắng đục, 880D, 2.55mm [Dùng MV8C]",0,0
10/1/2024,MP24/10-007,SO2409-0020,0119124001003000,"Bao TP-PP, trắng đục, K50x76LL (+/-1), TL: 70g/cái (+/-5%), MK: BLUE HORSE WHEAT FLOOUR (5000026). [EK: Tép 100cái, kiện 10 tép trở đầu (1000cái), MK nhận dạng bên ngoài, 5 đai ngang x 1 đai dọc]/TPH050076TDPRE.BHWF",25000,1750,PHUGIA,HAT-EMMV8C,Hạt phụ gia MV8C (Châu Âu),KG,KG,15.947,15.947,SOI-SP31-1,"Sợi PP màu trắng đục, 880D, 2.55mm [Dùng MV8C]",0,0
10/1/2024,MP24/10-007,SO2409-0020,0119124001003000,"Bao TP-PP, trắng đục, K50x76LL (+/-1), TL: 70g/cái (+/-5%), MK: BLUE HORSE WHEAT FLOOUR (5000026). [EK: Tép 100cái, kiện 10 tép trở đầu (1000cái), MK nhận dạng bên ngoài, 5 đai ngang x 1 đai dọc]/TPH050076TDPRE.BHWF",25000,1750,MDM,MUC-IN,"TL phụ thuộc vào số mặt in, màu, diện tích phủ.",KG,KG,12.85,12.85,THAINPRE5076.BHWF,"Vải cuộn PP-In, trắng đục, K50cm(+1/-0.5), TL: 68.95g(+/-2)/81cm(+/-1), MK: BLUE HORSE WHEAT FLOOUR (5000026).",25625,1766.84375
10/1/2024,MP24/10-007,SO2409-0020,0119124001003000,"Bao TP-PP, trắng đục, K50x76LL (+/-1), TL: 70g/cái (+/-5%), MK: BLUE HORSE WHEAT FLOOUR (5000026). [EK: Tép 100cái, kiện 10 tép trở đầu (1000cái), MK nhận dạng bên ngoài, 5 đai ngang x 1 đai dọc]/TPH050076TDPRE.BHWF",25000,1750,01,040010015000000,"Chỉ may PP 900D, màu trắng không tẩy.(Cơ lý > or = 3.6Kgf. Độ dãn > or = 20%, Nhúng hồ 20 điểm/1 mét (5cm/điểm), màu trắng không tẩy), kháng UV 1-2%",KG,KG,15.875,15.875,CMA050076TDPRE.BHWF,"Bao PP, trắng đục, K50(+1/-0.5)x76LL(+/-1), cắt thẳng 81cm(+/-1), đáy gấp 1/2 đường PP900D trắng, TL: 69.6g/cái(+/-2), MK: BLUE HORSE WHEAT FLOOUR (5000026).",25000,1740
